config,iteration,best_fitness,worst_fitness,avg_fitness
8,35,0.581321,13.756730,6.218958
8,36,0.581321,13.524323,5.656137
8,37,0.581321,13.524323,5.656137
8,38,0.581321,13.524323,5.656137
8,39,0.581321,13.524323,5.338057
8,40,0.581321,13.524323,5.338057
8,41,0.581321,12.360973,4.902607
8,42,0.581321,12.360973,4.902607
8,43,0.581321,12.360973,4.902607
8,44,0.581321,12.360973,4.902607
8,45,0.581321,12.360973,4.902607
8,46,0.581321,12.360973,4.902607
8,47,0.581321,12.360973,4.902607
8,48,0.581321,12.360973,4.902607
8,49,0.581321,12.360973,4.902607
8,50,0.581321,12.360973,4.902607
8,51,0.581321,9.246177,4.513056
8,52,0.581321,9.246177,4.513056
8,53,0.581321,9.246177,4.513056
8,54,0.581321,9.246177,4.513056
8,55,0.581321,9.246177,4.513056
8,56,0.581321,9.246177,4.513056
8,57,0.581321,9.246177,4.513056
8,58,0.581321,9.246177,4.513056
8,59,0.581321,9.246177,4.513056
8,60,0.581321,9.246177,4.513056
8,61,0.581321,9.193381,3.998789
8,62,0.581321,9.193381,3.998789
8,63,0.581321,9.193381,3.998789
8,64,0.581321,9.193381,3.771484
8,65,0.581321,9.193381,3.771484
8,66,0.581321,9.193381,3.771484
8,67,0.581321,9.193381,3.771484
8,68,0.581321,9.193381,3.771484
8,69,0.581321,9.193381,3.771484
8,70,0.581321,9.193381,3.771484
8,71,0.581321,8.501825,3.258348
8,72,0.581321,8.501825,3.258348
8,73,0.581321,8.501825,3.258348
8,74,0.581321,8.501825,3.258348
8,75,0.581321,8.501825,3.258348
8,76,0.581321,8.501825,3.258348
8,77,0.581321,8.501825,3.258348
8,78,0.581321,8.501825,3.258348
8,79,0.581321,8.501825,3.258348
8,80,0.581321,8.501825,3.258348
8,81,0.581321,8.098569,2.999729
8,82,0.581321,8.098569,2.999729
8,83,0.581321,8.098569,2.999729
8,84,0.581321,8.098569,2.999729
8,85,0.581321,8.098569,2.999729
8,86,0.581321,8.098569,2.999729
8,87,0.581321,8.098569,2.999729
8,88,0.581321,8.098569,2.999729
8,89,0.581321,8.098569,2.999729
8,90,0.581321,8.098569,2.999729
8,91,0.581321,8.098569,2.751879
8,92,0.581321,8.098569,2.751879
8,93,0.581321,8.098569,2.751879
8,94,0.581321,8.098569,2.751879
8,95,0.581321,8.098569,2.751879
8,96,0.581321,8.098569,2.751879
8,97,0.581321,8.098569,2.751879
8,98,0.581321,8.098569,2.751879
8,99,0.581321,8.098569,2.751879
8,100,0.581321,8.098569,2.751879
9,1,0.637118,47.978653,30.844200
9,2,0.637118,36.784153,24.676317
9,3,0.637118,32.722862,20.677611
9,4,0.637118,32.184860,18.208005
9,5,0.637118,30.915144,17.278773
9,6,0.637118,24.743446,14.866193
9,7,0.637118,21.683552,13.704096
9,8,0.637118,21.505257,12.522294
9,9,0.637118,21.505257,12.017362
9,10,0.637118,21.505257,11.822039
9,11,0.581880,20.695133,10.613279
9,12,0.581880,20.695133,10.613279
9,13,0.581880,20.510693,10.408922
9,14,0.581880,20.510693,10.408922
9,15,0.581880,20.510693,10.019031
9,16,0.581880,20.510693,9.509969
9,17,0.581880,20.510693,9.430341
9,18,0.581880,20.510693,9.385139
9,19,0.581880,18.782703,9.232686
9,20,0.581880,18.782703,9.015025
9,21,0.581880,14.549276,8.147286
9,22,0.581880,14.549276,8.147286
9,23,0.581880,14.549276,8.147286
9,24,0.581880,14.549276,8.147286
9,25,0.581880,14.549276,8.147286
9,26,0.581880,14.549276,8.147286
9,27,0.581880,14.549276,8.147286
9,28,0.581880,14.549276,8.147286
9,29,0.581880,14.549276,8.147286
9,30,0.581880,14.549276,8.147286
9,31,0.571609,14.256078,7.441112
9,32,0.571609,14.256078,7.441112
9,33,0.571609,14.256078,7.413623
9,34,0.571609,14.256078,7.333505
9,35,0.571609,14.256078,7.333505
9,36,0.571609,14.256078,7.284410
9,37,0.571609,14.256078,7.251009
9,38,0.571609,14.256078,7.251009
9,39,0.571609,14.256078,7.051570
9,40,0.571609,14.256078,7.051570
9,41,0.571609,13.996048,6.359391
9,42,0.571609,13.996048,6.034288
9,43,0.571609,13.996048,6.034288
9,44,0.571609,13.996048,6.034288
9,45,0.571609,13.996048,6.034288
9,46,0.571609,13.996048,6.034288
9,47,0.571609,11.253411,5.861490
9,48,0.571609,11.253411,5.741266
9,49,0.571609,10.050675,5.298113
9,50,0.571609,10.050675,5.298113
9,51,0.571609,9.833209,4.956218
9,52,0.571609,9.833209,4.928820
9,53,0.571609,9.833209,4.878768
9,54,0.571609,9.833209,4.872621
9,55,0.571609,9.833209,4.872621
9,56,0.571609,9.833209,4.872621
9,57,0.571609,9.833209,4.852983
9,58,0.571609,9.833209,4.820126
9,59,0.571609,9.833209,4.820126
9,60,0.571609,9.833209,4.820126
9,61,0.571609,9.377645,4.293596
9,62,0.571609,9.377645,4.293596
9,63,0.571609,9.377645,4.280454
9,64,0.571609,9.377645,4.280454
9,65,0.571609,9.377645,4.280454
9,66,0.571609,9.377645,4.280454
9,67,0.571609,9.377645,4.280454
9,68,0.571609,9.377645,4.280454
9,69,0.571609,8.971402,4.266912
9,70,0.571609,8.915833,4.265060
9,71,0.571609,8.909882,3.949331
9,72,0.571609,8.909882,3.949331
9,73,0.571609,8.909882,3.945805
9,74,0.571609,8.909882,3.945805
9,75,0.571609,8.909882,3.931448
9,76,0.571609,8.909882,3.931448
9,77,0.571609,8.442324,3.646389
9,78,0.571609,8.442324,3.642632
9,79,0.571609,8.442324,3.406969
9,80,0.571609,8.442324,3.406969
9,81,0.571609,8.013104,3.145623
9,82,0.571609,8.013104,3.145623
9,83,0.571609,8.013104,3.145623
9,84,0.571609,8.013104,3.145623
9,85,0.571609,8.013104,3.145623
9,86,0.571609,8.013104,3.145623
9,87,0.571609,8.013104,3.145623
9,88,0.571609,8.013104,3.145623
9,89,0.571609,8.013104,3.145623
9,90,0.571609,8.013104,3.145623
9,91,0.571609,7.980638,2.900126
9,92,0.571609,7.980638,2.900126
9,93,0.571609,7.980638,2.900126
9,94,0.571609,7.980638,2.900126
9,95,0.571609,7.980638,2.900126
9,96,0.571609,7.980638,2.900126
9,97,0.571609,7.980638,2.900126
9,98,0.571609,7.980638,2.900126
9,99,0.571609,7.980638,2.900126
9,100,0.571609,7.980638,2.900126
10,1,0.641644,44.722828,24.663233
10,2,0.641644,38.233223,22.512248
10,3,0.641644,38.233223,22.084961
10,4,0.641644,35.036827,20.327840
10,5,0.641644,35.036827,20.151650
10,6,0.641644,34.181366,18.715996
10,7,0.641644,27.668463,17.693857
10,8,0.641644,27.668463,17.575103
10,9,0.641644,24.234613,16.791876
10,10,0.641644,24.234613,16.536169
10,11,0.641644,22.820206,14.886827
10,12,0.641644,22.664600,14.464336
10,13,0.641644,22.392941,14.401996
10,14,0.641644,22.392941,14.400483
10,15,0.641644,22.392941,14.400483
10,16,0.641644,20.904547,14.329950
10,17,0.641644,20.904547,14.194292
10,18,0.641644,20.904547,14.194292
10,19,0.641644,20.904547,14.194292
10,20,0.641644,20.904547,13.771018
10,21,0.614679,20.800436,12.124876
10,22,0.614679,20.800436,11.974268
10,23,0.614679,20.800436,11.708943
10,24,0.614679,20.028835,10.704764
10,25,0.614679,19.973970,10.680547
10,26,0.614679,19.973970,10.459896
10,27,0.614679,19.973970,10.401506
10,28,0.614679,19.973970,10.401506
10,29,0.614679,19.973970,10.401506
10,30,0.614679,19.973970,10.401506
10,31,0.614679,19.302319,9.444982
10,32,0.614679,19.302319,9.444982
10,33,0.614679,19.302319,9.444982
10,34,0.614679,19.302319,9.444982
10,35,0.614679,19.302319,9.444982
10,36,0.614679,19.302319,9.444982
10,37,0.614679,19.302319,9.444982
10,38,0.614679,19.302319,9.444982
10,39,0.614679,19.302319,9.444982
10,40,0.614679,19.302319,9.444982
10,41,0.614679,17.984566,8.436175
10,42,0.614679,17.984566,8.436175
10,43,0.614679,17.984566,8.436175
10,44,0.614679,17.984566,8.436175
10,45,0.614679,17.984566,8.436175
10,46,0.614679,17.984566,8.436175
10,47,0.614679,17.984566,8.436175
10,48,0.614679,17.984566,8.436175
10,49,0.614679,17.984566,8.436175
10,50,0.614679,17.984566,8.436175
10,51,0.602148,16.293533,7.294812
10,52,0.602148,16.293533,7.294812
10,53,0.602148,16.293533,7.276588
10,54,0.602148,16.293533,7.276588
10,55,0.602148,16.293533,7.276588
10,56,0.602148,16.293533,7.080390
10,57,0.602148,16.293533,7.080390
10,58,0.602148,16.293533,7.080390
10,59,0.602148,16.293533,7.079353
10,60,0.602148,16.293533,7.079353
10,61,0.602148,14.932711,6.559179
10,62,0.602148,14.932711,6.559179
10,63,0.602148,14.932711,6.467243
10,64,0.602148,14.932711,6.467243
10,65,0.602148,14.932711,6.467243
10,66,0.602148,14.932711,6.467243
10,67,0.602148,14.932711,6.467243
10,68,0.602148,14.932711,6.467243
10,69,0.602148,14.932711,6.467243
10,70,0.602148,14.932711,6.467243
10,71,0.597990,14.070685,5.787305
10,72,0.597990,14.070685,5.787305
10,73,0.597990,13.709299,5.543311
10,74,0.597990,13.709299,5.543311
10,75,0.597990,13.709299,5.543311
10,76,0.597990,13.709299,5.543311
10,77,0.597990,13.709299,5.437220
10,78,0.597990,13.709299,5.437220
10,79,0.597990,13.709299,5.437220
10,80,0.597990,13.709299,5.437220
10,81,0.597990,12.975640,5.001265
10,82,0.597990,12.975640,5.001265
10,83,0.597990,12.975640,5.001265
10,84,0.597990,12.975640,5.001265
10,85,0.597990,12.975640,5.001265
10,86,0.597990,12.975640,5.001265
10,87,0.597990,12.975640,5.001265
10,88,0.597990,12.975640,5.001265
10,89,0.597990,12.975640,5.001265
10,90,0.597990,12.975640,5.001265
10,91,0.597990,12.908259,4.588906
10,92,0.597990,12.908259,4.588906
10,93,0.597990,12.908259,4.588906
10,94,0.597990,12.908259,4.588906
10,95,0.597990,12.908259,4.337358
10,96,0.597990,12.908259,3.938541
10,97,0.597990,12.908259,3.938541
10,98,0.597990,12.243394,3.846308
10,99,0.597990,12.243394,3.846308
10,100,0.597990,12.243394,3.846308
